review,sentiment
"I saw this film on True Movies (which automatically made me sceptical) but actually - it was good. Why? Not because of the amazing plot twists or breathtaking dialogue (of which there is little) but because actually, despite what people say I thought the film was accurate in it's depiction of teenagers dealing with pregnancy.<br /><br />It's NOT Dawson's Creek, they're not graceful, cool witty characters who breeze through sexuality with effortless knowledge. They're kids and they act like kids would. <br /><br />They're blunt, awkward and annoyingly confused about everything. Yes, this could be by accident and they could just be bad actors but I don't think so. Dermot Mulroney gives (when not trying to be cool) a very believable performance and I loved him for it. Patricia Arquette IS whiny and annoying, but she was pregnant and a teenagers? The combination of the two isn't exactly lavender on your pillow. The plot was VERY predictable and but so what? I believed them, his stress and inability to cope - her brave, yet slightly misguided attempts to bring them closer together. I think the characters, acted by anyone else, WOULD indeed have been annoying and unbelievable but they weren't. It reflects the surreality of the situation they're in, that he's sitting in class and she walks on campus with the baby. I felt angry at her for that, I felt angry at him for being such a child and for blaming her. I felt it all.<br /><br />In the end, I loved it and would recommend it.<br /><br />Watch out for the scene where Dermot Mulroney runs from the disastrous counselling session - career performance.",positive
"A boy and a girl is chased by a local warrior because the boy killed (by accident) the warriors father (or whoever he was). And they travel through the nature of Africa's most ruff areas.<br /><br />The acting in this movie isn't that good (except for that elephant kid). But it's a very good adventure and it's not very censored, there is some blood, flesh and nudity (which lighten up the movie a bit).<br /><br />I give this movie a 7 because of it's picture of the African nature and it's action.",positive
"This is an OK film but lacks any real depth either emotionally or in terms of story telling.<br /><br />The story is based on real events and this limits the amount of action to virtually none, also no real suspense.<br /><br />Washington is believable in the lead but he is sleep walking through it, there is no scope to flex any acting muscles for him or the supporting cast.<br /><br />The story simply falls a little flat, even having never heard of the title character the ending was obvious but unlike other films about such injustices this one has no emotional impact, you don't really care about him and the motivations of those on the outside helping seem more academic than concerned for his welfare.<br /><br />There is an attempt to inject some emotion using the boy outside who hero worships Carter but this seems forced.<br /><br />It's an OK film but instantly forgettable.",negative
"gone in 60 seconds is a very good action comedy film that made over $100 million but got blasted by most critics. I personally thought this was a great film. The story was believable and has probobly the greatest cast ever for this type of movie including 3 academy award winners nicolas cage, robert duvall and the very hot anjolina jolie. other than the lame stunt at the end this is a perfect blend of action comedy and drama. my score is **** (out of ****)",positive
"I feel this is one of the best movies I've seen,I'm an older male and love most westerns. I love movies based in part at least on facts,If I am not mistaken this is such a movie. I also like revenge type movies,This qualifies there as well in my opinion.Some of my favorite parts of the movie were the opening scene with the whipping and the barn shooting scene. I felt the corral beating scene was a little overkill but did not affect how I feel about the complete movie. I saw what I think is a continuation of this movie in a gun smoke episode. I also enjoyed that.I recommend taking the time to watch this movie ,I will watch it again. I also felt the romance parts of this movie were well played. I thought it was so out of character for Randy Travis to play a villain type ,but I always enjoy his acting.",positive
"""Jared Diamond made a point in the first episode that other peoples of the world didn't have animals to domesticate but Europeans did, and that accounts for why we were able to make steel and invent complex machines"". --- It is obvious that the person who wrote this comment hasn't understood the reasoning behind this documentary or the original book. Please don't ruin this great piece by your simple mindedness. The reasons are far more complex than the single thing you mentioned. Please read the book as is it a great source of information. I enjoyed it a lot. This book is even a taught as a text book at some universities.",positive
"My girlfriend and I are really into cheesy horror flicks. Especially ones with lots of unnecessary nudity. When we saw the box cover for this movie at blockbuster we thought it would be a perfect movie for the night. We began watching it, already not expecting it to be GREAT, but thought it would at least catch our interest. 20 minutes into the movie we realized that the pace would not eventually pick up and that it was an incredibly boring movie. We tried to get into it, but the plot made very little sense even after reading the back of the DVD box over and over again. The film was shot very dark and it was pretty annoying to try to figure out what was going on in each shot. Each violent scenes were very hard to make out, and you never get to actually watch the violence you're expecting. This is definitely a film without motive that was shot poorly and very drawn out. Each scene was about 20 minute of the same thing and I felt I got the point after the first 5. Skip this film and re-watch another Freddy or Jason flick and you'll be way more content.",negative
"After being hugely entertained by Mr. Brosnan's performance as a cad in ""The Tailor of Panama"" (which I rate 10/10 across the board: casting, acting, script, story, editing, pace, music, emotional impact, etc.), I enthusiastically anticipated this film. I was hugely disappointed. It is a script reading not a film, vulgar for the sake of being vulgar, bankrupt in every way that ""The Tailor of Panama"" is rich and satisfying. Blame it on the screen writing and directing. I sat in the theater waiting for the ""good part;"" it never came. I neither laughed nor cried, although one line of dialog did make me smile. Worth $7? Hardly.",negative
"I watched this movie with some friends a couple months ago, I still laugh today thinking about some of the utter stupidity. The first few scenes alone were hilarious. I won't spoil anything for those who wish to see it, I wouldn't want to ruin the laughs. Needless to say the entire time I watched this movie I was trying to figure out exactly what the point of anything the characters in this movie were doing. Towards the end we all got bored however, as the initial hilarity and shock of a movie being this random wore off. There is no plot and not a trace of decent acting. The characters are about as well developed as those in a kindergarten ""Learn to Read"" book. They even managed to make a lesbian sex scene uninteresting.",negative
"This movie which was released directly on video should carry a warning label that it is dangerous to human health and may subject the viewer to terminal boredom. It is yet another thinly veiled, evangalizing ""rapture"" religious movie with the good guys (the believers) suddenly vanishing and the bad guys (the non-believers)left behind. It's an interesting concept, especially since we see it happen on a flight captained by a non-believer who is having a sinful affair with a stewardess aboard (needless to say that sinner doesn't disappear either!). Unhappily, with all the pilots being non-believers, the plane did not crash or the movie would have been mercifully over. Though this could have be interesting without the heavy religious browbeating, as a whole the plodding movie makes one gag, the acting is horrible and the obviously computer-generated simulations are very fake looking. Plus it's yet another movie shot in Canada that purports to be New York City. Spare me...I'll just read the Bible.",negative
"SAPS AT SEA <br /><br />Aspect ratio: 1.37:1<br /><br />Sound format: Mono<br /><br />(Black and white)<br /><br />Suffering from 'hornophobia', Ollie embarks on a 'restful' boat trip, but he and Stan get mixed up with an escaped convict (Rychard Cramer). Chaos ensues.<br /><br />This feature length comedy - an OK entry which nonetheless unspools like a mere imitation of Laurel and Hardy's best work - marked the final collaboration between L&H and producer Hal Roach. Episodic in structure, the movie culminates in a memorable ocean voyage after The Boys are taken hostage by villainous Cramer (who shoots a seagull to prove how tough he is!). The gags are OK, but inspiration is lacking, perhaps due to the recruitment of actor-turned-director Gordon Douglas, previously responsible for Ollie's first solo effort in the sound era (ZENOBIA, produced in 1939), but whose work here lacks a measure of pzazz. Fair, but nothing special. L&H regulars Charlie Hall and James Finlayson make guest appearances.",negative
"I thought the movie was actually pretty good. I enjoyed the acting and it moved along well. The director seemed to really grasp the story he was trying to tell. I have to see the big budget one coming out today, obviously they had a lot more money to throw at it but was very watchable. When you see a movie like this for a small budget you have to take that in to account when you are viewing it. There were some things that could of been better but most are budget related. The acting was pretty good the F/X and stunts were well done. A couple of standouts were the guy who played the camera asst. and the boy who played the child. These kind of films have kept LA working and this is one that turned out OK.",positive
"I have just finished watching this film and I can honestly say that this is a work of art. I was very surprised to see the overall rating as 5.2.<br /><br />Not only does Guy bring together a b list(ish) movie cast and make them into such glorious characters, he has given us a movie with a fantastically diverse story line with much left to the imagination.<br /><br />Far too many people are wanting movies with a plot that can be understood and handed to them on a plate...yet these are the films that get poor reviews because they are far too predictable.<br /><br />This film is special. Get it, now!",positive
This movie is a mess. I'm surprised it even has a theatrical release. WIthout Robin Williams it would have gone straight to video. It is poorly written. It is poorly directed. It's worse offense is that it has taken an interesting topic and reduced it to a ridiculous and BORING thriller that has no thrills and no suspense and no inner or emotional logic.Especially after the first half hour the movie dovetails into a series of ridiculous set pieces that are so over the top that the audience I saw it with was laughing at it. Save your money. The trailer is totally misleading - it is not suspenseful and there are no thrills - in fact the movie's truly worst offense is that it is simply boring.,negative
"It's possible to have a good time with this film while, at the same time, regretting all that it isn't. In the 1980s, a raffish U.S. congressman (Tom Hanks) engineers support for Afghan partisans resisting the Soviet Union.<br /><br />Hanks is in breezy, hail-fellow-well-met form as roguish, politically incorrect Charlie Wilson, first glimpsed sharing a hot tub with three deeply available looking women. If only the film had the same air of insouciance; but apart from Philip Seymour Hoffman's turn as a cynical CIA agent, it tries to be perceived as patriotic too. Aaron Sorkin's trademark staccato dialogue serves its purpose, but the story is no more plausible than one of Wilson's tall tales. And there's an oddly unspoken subtext: Wilson's Afghan pals later mutated into the Taliban and other anti-western groups, leaving the world worse off than it was when these events occurred.",positive
"""Plots With A View"" of 2002 is a delightful little comedy like only the British could do it. The film's sense of humor is both mildly morbid and black and yet very lovable and sometimes very slapstick-ish. It's the only film by director Nick Hurran I've seen so far, and while I am not intending to watch any of his other films at the moment (I'm not a big fan of romantic comedies), this one is highly enjoyable and very funny. The film takes place in a little town in Wales, where Betty Rhys-Jones (Brenda Blethyn) is married to the town's drunken and adulterous major (Robert Pugh). The local mortician Boris (Alfred Molina) has been desperately in love with Betty since their childhood, but has always been too shy to confess his love to her. Apart from being desperately in love, Boris has some other problems, as the eccentric American mortician Frank Featherbed (Christopher Walken) has opened a funeral flourishing business in the same town... The film's odd, very British wit should amuse everybody with a sense of humor, and the story sometimes becomes quite bizarre. Also, ""Plots With A View"" profits from a wonderful cast. Brenda Bethlyn, who has already proved herself to be a funny lady in 2000's ""Saving Grace"", plays the lead, and she is once again very funny, and very lovable in her role. Alfred Molina, who plays her shy admirer, delivers a great performance as always, and Robert Pugh fits perfectly in the role of Betty's sleazy husband. Beautiful Naomi Watts is also great as the husband's 'secretary', I'm becoming a bigger fan with every film I see her in. The greatest role, however, is played by the incomparable Christopher Walken (one of my favorite actors). Walken is brilliant as he always is in the role of the eccentric Mortician who arranges funerals that are quite unorthodox. Overall, ""Plots With A View"" is a vastly entertaining little British Comedy that I highly recommend!",positive
"The Duke is a very silly film--a dog becoming a duke! But it's a very fun movie. It has some of those corny pranks that many kids movies have, but (thankfully!) no bodily function jokes, as so many animal movies feel compelled to have! Mostly, it's just dogs being dogs and people being. . . well, people. The 'good guys' are likeable and appealing. The 'bad guys' are ridiculous, and of course, the pun of many jokes. But there is something dignified about this movie, for even though it is silly, it's not out for every cheap laugh like ""Home Alone"" and others.<br /><br />Crocket, Simon and Copper do an excellent job playing Black and Tan Coonhound ""Hubert"" who becomes the Duke after his beloved owner, a real Duke, dies. For the most part, they just act like dogs, no 'talking,' or human-like emotions and attitudes. However, they do stereotype poodles, and Hubert does fall for her, just because she's a poodle. Come on! These are dogs--they have a different view of beauty!!!<br /><br />Overall, charming, fun and enjoyable.",positive
"This film is a calculated attempt to cash in the success of Sex in the City and Four Weddings and a Funeral. In fact, if they'd called it Sex at a Funeral, they might have done better at the box office.<br /><br />But the film falls between two stools and can't get up. The characters spout improbably bright dialog, but never act in any way remotely recognizable as human. One arbitrary, senseless action follows another to advance what passes for a plot, and one soon tires of the falsity of the whole enterprise.<br /><br />Andie MacDowell gets points for acting her little heart out, but the performing honors are stolen by Imelda Staunton, as of all things, a police detective (don't they have a height requirement over there?). Ms. Staunton seems unable to make a false move. Would that we could say the same about the writer-director.<br /><br />If Notting Hill annoyed you as being bogus, stay away from this one. Phonus bolognus on the half-shell.",negative
"With Matthias Hues on the cover and only $3.00, i had to buy it. I enjoyed some moments, like Hawks annoyance with the pleasure droids, but i only really watched to see Matthias Hues' scenes. I particularly enjoyed the showdown at the end. It was a cross between Clint Eastwood's ""The Good, The Bad and The Ugly"" and ""For a Few Dollars More"" (a 3 man quick-draw showdown, with a musical pocket watch used as the countdown timer). Apart from that, there's really nothing more I can add. The actors gave good performances, (all except the ""Assassin Droid"" whose performance was nothing outside of comical) but the movie really lacked depth and purpose; simply not enough to fill up 1hour and a half of standard movie time, so we're stuck with the main characters aimlessly wondering around from place to place for an hour or so, until the ball gets rolling. For example, the main character returns to the same strip club about 4 times, taking up two-fifths of the movie.<br /><br />The scenery really lacked depth and creativity, probably due to the films budget. I don't think we ever did get to see this ""perfect city"" of New Angeles that was always talked about, in fact, when the main characters finally reached New Angeles, its set in a factory or warehouse full of pipes and walkways; hardly the kind of ""kingdom"" the owner/creator of an entire city would dwell in. The ""super-high security"" of New Angeles was also always talked about, but only a total of 15, maybe 20, security guards were counted, even when the alarm went off; not even close to Matthias' approximation of ""at least a hundred men out there"".<br /><br />If you are a fan of any of the actors/actresses in this film, then you may want to watch it, simply to ""add it to the list"". However, if you value 1 and a half hour of your time, or $3.00 of your money, you may want to give this one a miss.",negative
"This movie is a terrible waste of time. Although it is only an hour and a half long it feels somewhere close to 4. I have never seen a movie move so slowly and so without a purpose. This is also a ""horror"" film that takes place a lot of the time during daylight. My friend and I laughed an insane amount of times when we were probably supposed to be scared.<br /><br />The only thing we want to know is why such a terrible movie was released in so many countries. It cannot be that high in demand. <br /><br />The supermodel Nicole Petty should stick to modeling because although she is beautiful she lost her accent so many times in this movie, half of the time she is British and half the time she is American.",negative
"I believe anyone who enjoyed Eisentein's Ivan the Terrible movies would enjoy this well crafted movie. This movie played out like ""Lord of the Ring: Return of the King"", but without the special effect but as good and better drama.<br /><br />We have the German, who dressed like KKK, conquered Novgorod of Russia. The Russian summoned Nevsky to lead them to fight the German to save Russia. Nikolai Cherkasov, who played Ivan in the Ivan the Terrible films, was charismatic as Nevsky. The first 10 min how he handled the passing by Mongol was captivating.<br /><br />Many of the scenes were beautiful even in black and white. The anticipation of War did not require any dialogue such as ""how many enemy we will be killing"", etc. Except for a few speeches, the film can basically be played out as a silent film. The fighting scene can hold up to those of the Civil War fighting scene of The Birth of a Nation.<br /><br />Another strength of the movie is the great musical score, by Sergei Prokofiev. The music gave an epic feel to the movie in those scenes without dialogue.",positive
"Barbara Stanwyck as a real tough cookie, a waitress to the working classes (and prostitute at the hands of her father) who escapes to New York City and uses her feminine wiles to get a filing job, moving on to Mortgage and Escrow, and later as assistant secretary to the second in command at the bank. Dramatic study of a female character unafraid to be unseemly has lost none of its power over the years, with Barbara acting up a storm (portraying a woman who learns to be a first-rate actress herself). Parlaying a little Nietzschean philosophy into her messed up life, this lady crushes out sentiment all right, but she never loses our fascination, our awe. She's a plain-spoken, hard-boiled broad, but she's not a bitch, nor is she a man-eater or woman-hater. This gal is all out for herself, and as we wait for her to eventually learn about real values in life, her journey up and down the ladder of success provides heated, sexy entertainment. John Wayne (with thick black hair and too much eye make-up) does well in an early role as the assistant in the file office, though all the supporting players are quite good. *** from ****",positive
"Brokedown Palace is truly a one of a kind. It's an amazing story, showing two girl's plight for freedom against the Thailand justice system. They soon find themselves placing faith into a system they know nothing about.<br /><br />Alice Morano (Claire Danes) and Darlene Davis (Kate Beckinsale), are two best friends, strait out of high school. They suddenly change their vacation plans from Hawaii to Thailand, and are immediately captivated by a young man, Nick Parks. He flirts with them both, and suggests that the three of them go to Hong Kong for the weekend.<br /><br />When the two arrive at the airport, they are immediately searched for drugs. Someone tipped off customs, and in an instant, their life is changed forever. In the mix of the confusion of settling into their new life, they learn about a highly respected lawyer, named Hank Green (Bill Pullman).<br /><br />An American who knows the Thai justice system, he fights for the girl to be free. But they soon find out, when they leave or go is all up to them.<br /><br />If you're looking for a great movie that'll stay with you for years - Brokedown Palace is definitely the way to go.",positive
"This is the story of a young woman seduced and then dumped by her older, married lover after she gets pregnant; she avenges herself against him, and his entire family, through black magic  which, disappointingly, she doesn't do herself but has someone else do for her. Good production values for a Thai horror flick. But the bland script never generates suspense, the director approaches the material entirely conventionally, and the final act loses viewer sympathy for the victims by throwing logic to the winds. At one point, a character has a prime opportunity to simply shoot the villainess dead, and instead she gets up and runs away without picking up the gun. Bad writing  you're soaking in it! <br /><br />Some icky gore effects, including a really tasteless late-term-fetus corpse and one guy dying from having hundreds of live eels burst out of his stomach. Only recommended for genre completists who simply have to see every horror film produced in Asia in the last 15 years.",negative
"Macbeth is one of the most frequently told stories in cinema and has been translated many times in numerous theater and celluloid settings. Originally written by William Shakespeare in the early 1600's, Macbeth tells the story of betrayal among royalty and one man's quest for power. Director Geoffrey Wright (Romper Stomper) tries his hand at updating Macbeth by setting it in the contemporary Melbourne underworld. A film where the characters substitute swords for guns (ala Baz Luhrman's Romeo and Juliet) and royal vassals for gangsters, Macbeth is a gritty, violent, but critically flawed film.<br /><br />Macbeth (Sam Worthington)works for King Duncan (Gary Sweet). After being elevated to the Thane of Glamis by The King (as was prophesied to Macbeth by three witches), Macbeth starts setting his eyes on the throne. One night the King comes to stay at Macbeth's house and Lady Macbeth (Victoria Hill) talks him into killing The King to assume power. Macbeth kills his master and then assumes his crown. But success has it's downside, as Macbeth soon finds out, when he has to go to hideous lengths to protect his murderous secret. <br /><br />OK, first things first. The film's major fault is Sam Worthington. His portrayal of Macbeth is in a word... boring. I honestly didn't care about Macbeth while watching the film. I had more sympathy for Victoria Hill's Lady Macbeth because she bothered to act at least. Worthington sits sullen and wood faced throughout the entire film. I felt like he was doing his best impression of Johnny Deep's George Jung character from Blow... but without the charisma. I have never seen Worthington in a film before so I'm not sure if it was his or the Director's fault, but either way the glue that should have tied everything together into one cohesive unit is weak.<br /><br />The dialog is good, but when matched up to the Geoffrey Wright's Australian Gangster Motif seems a bit out of place. Frentically paced action sequences mixed with long Shaksperian musings creates pacing conflict within the film. I understand that this is Macbeth and that the director wanted to use the original dialog intact. But hard, fast action scenes following a three minute soliloquy tends to get annoying if not a bit pretentious. <br /><br />The camera-work is highly stylized, and for the most part, it works well. One thing that I found annoying was how the camera would slowly jostle back and forth, almost constantly. I don't mind shots like that it's just overdone. It's passes beyond the realm of being cool and stylish and instead becomes irritating. Other than that, the art direction and cinematography is fairly well-done. <br /><br />For all of the good qualities Macbeth possesses; stylish direction, Shakespearian dialog, a strong soundtrack, supernatural nude witches(the weird sisters), and good helpings of brutal, bloody violence. All of these strengths are forgotten when one considers Sam Worthington's uninspired portrayal of Macbeth. The role of Macbeth was essential for tying everything together and in this respect Geoffrey Wright and Sam Worthington failed miserably, making Macbeth a forgettable foray into Shakespeare.",negative
"Don't let my constructive criticism stop you from buying and watching this Romy Schneider classic. This movie was shot in a lower budget ,probably against the will of Ernest Marishka, so he had to make due.For example england is portrayed as bordering on Germany.BY a will of the wisp Victoria and her mom are taking a vacation to Germany by buggy ride alone.They arrived their too quick. This probably could not be helped but the castle they rented, for the movie, was Austrian. When she's told that she's queen she goes to the royal room where the members of the court bow to her, where are the British citizens out side from the castle cheering for their new queen? Why ISBN't she showing her self up to the balcony to greet her subjects ?Low budget!Where the audience back then aware of these imperfection? I wonder how the critics felt?Durring the inn scene she meets prince Albert but ISBN't excited about it. Durring the meeting in the eating side of the inn your hear music from famous old American civil war songs like "" My old Kentucky home"" , and ""Old black Joe"". What? civil war songs in the 1830's? Is Romy Schneider being portrayed as Scarlet?Where's Mammy? Is Magna Shnieder playing her too? Is Adrian Hoven Rhett or Ashley? What was in Marishka mind?Well this add to the camp.It's unintentionally satirizing Queen Victoria'a story. This is the only reason you should collect it or see it 03 11 09 correction Germany and england are connected",positive
"Scary Movie 2 was a grave disappointment. Simply referencing movies, like Mission Impossible 2 does not lead to comedy. The movie opens well enough with a funny white people rapping scene and an excellent use of James Woods ands Andy Richter. The movie plummets from there unfortunately. The acting is awful. Tori Spelling looks and acts completely out of place. The movie looks hacked together and is surprisingly slow paced. Some of the longer gags in this snail paced movie, involving joints and a previously mentioned Tom Cruise movie, werent funny to anyone in my theater. The movie, thankfully, comes screeching to a halt at 83 minutes in a shockingly unfunny ending. (I say shocking because the ending does not even attempt to end with humor) I dont know what else to say except that is a sloppy rushed sequel done to make Miramax some more cash on the backs of dumb teenagers. Overall, a very poorly done movie.",negative
"SPOILERS<br /><br />This movie was rented as a joke, and what a joke it was. The film is based on a dog catcher who is looking for El Chupacabra. The dog catchers outfit is so ridiculous. It looks like he sewed the patch on his hat and for some reason he shows of his ""muscles"" by rolling up his sleeves. Throughout the movie, mostly at night, you can see how bad the lighting was. They are in a car which is brightly lit and they are driving in pitch black. Often you can see the camera man's shadow on the ground. The costumes are terrible, the lighting is terrible, and the acting is terrible. This is a good movie for a laugh...maybe.",negative
"I found this a very entertaining small kids movie that actually is geared more for adults with a lot of jokes and humor only they would understand. A few things are inappropriate for the kiddies, but just a few. Othewise, ""The Grinch"" (Jim Carrey) cracks so many jokes you can't keep up with them all, ranging from sexual to cultural to insider-Hollywood to racial.<br /><br />The film is very colorful and looks great on DVD. The little girl in here, ""Cindy Lou Who"" (Taylor Momsen) is really cute and the costumes and hairdos of the little people in here are fun to view. Anthony Hopkins' voice is pleasing, too, so having his narrate this elevates the movie further. His rhymes are fun to hear.<br /><br />I saw this in the theater, though it was ""fair,"" but on DVD, it was far better. I've seen in three times and it got better each time.",positive
"National Lampoon's Class Reunion is a classic comedy film from the early 80's which combines unique characters, lots of laughs, and some great music from Chuck Berry. When Walter Bailor is absolutely humiliated by his classmates at their high school graduation he seizes the opportunity to get his revenge at his class reunion. One by one he stalks his classmates who include an innocent blind girl, a horny fat guy, the high school beauty, the king of all preps and even the ugly old lunch lady who served up slops to all the kids during highschool. This film has a sort of scary element in it and it has a few brief scenes of sexuality so I wouldn't recommend it for young children but it's a great movie for teens. If you are looking for a movie with a beautiful score, complex characters or killer special effects you might not love Class Reunion. If you want to sit down for 90 minutes and have some great laughs and a lot of fun (and who doesn't) then this movie should be on your movies to see list. ++",positive
"This movie is bad. Just bad. In absolute terms, bad. <br /><br />The dialog jumps off the screen and slugs you in the face with its thoroughly artificial banter, and then defecates on your ability to detect even trace amounts of subtlety. <br /><br />Racism is bad. Racism in Los Angeles can be especially bad. I live in the city of Angels, I can attest to that. What is so terrible about the bigotry in Los Angeles is its insidious nature. It creeps at you with a knowing glance, or a swallowed word. Until just at the edge of a full on fist-fight, It almost never comes right out and says, ""why did he have to be black!"" <br /><br />I can see quite clearly that the car-jackers are black, the detective's partner is hispanic, the DA is white. As long as there is film rolling through the projector, I can let the visuals, music and words take me to that conclusion without just telling me the conclusion. Characters emote, and we read between the lines to make the connections and conclusions. <br /><br />That is a partnership and trust between filmmaker and audience. That trust is raped by this movie. <br /><br />A good film pulls you in directions as an audience, and it steers you with cues to drive to a point. This movie beats you down with its point and insults you and your intelligence along the way. My unanswered question is, why did we as a society say collectively, ""thank you?""",negative
"Tom Hanks like you've never seen him before. Hanks plays Michael Sullivan, ""The Angel of Death"". He is a hitman for his surrogate father John Rooney(Paul Newman)an elderly Irish mob boss. Sullivan's young son(Tyler Hoechlin)witnesses what his father does for a living and both are soon on the road for seven weeks robbing banks to avenge the murder of Sullivan's wife and other son. Enter Jude Law as a reporter/photographer willing to kill Sullivan himself for the chance to add to his collection of photos of dead mobsters. Filmed beautifully catching the drama of life in the 30's. Sometimes the pace bogs down, but then a burst of graphic violence sustains the story. Director Sam Mendes directs this powerful drama about loyalty, responsibility, betrayal and the bonding of a secretive man and his young son. Other notable cast members are: Dylan Baker, Stanley Tucci, Daniel Craig and Jennifer Jason Leigh. Hanks again proves to be excellent in a very memorable movie. Make room for some Oscars!",positive
"As a former 2 time Okinawan Karate world champion, I like movies about sacrifice for sport. But this movie is about so much more. This movie is so good and so deep. I have recently been plagued by very serious injury and pretty much a disastrous lack of passion. Almost lights out for me. And this silly little movie touched me so deep that like out of a daze it reminded me about what life is supposed to be about. This is a movie about living. Living your life for yourself and respect for others. Empowerment. God, bless ""Bend it like Beckham"" I believe it is a true gem.",positive
"The tweedy professor-types thought they had it all figured out. Today's peoples who inhabit Polynesia descended from migratory Asians, intrepidly moving from the Far East, island to island, eastward into Tahiti and all the other exotic tropic isles of the South Pacific over thousands of years. But the established thinking just didn't sit well with young Norwegian ethnographer Thor Heyerdahl. If that explanation were true, how come some folks born and bred in those islands have traditions, artwork, and physical features resembling not those from Asia, but South America? How can the vegetation of Ecuador, Peru and Chile look so much like what you'd find on the island several thousand miles away? Is it just a coincidence that the Islanders point out to sea in the direction of South America and say that is where their ancestors came from, led by Tiki, their equivalent of Adam? Meanwhile, how is it Norwegians speak of Scandanavian forerunners who were chased from the South American continent they had colonized, and, together with some of the native peoples they befriended, set off over the sea -- heading WEST? It's all too much to be a coincidence to Heyerdahl. With an amazing amount of moxie, a handful of crewmen, and the local know-how for traditional raft-building, an expedition begins. It's as much a trip into the human imagination as it is a pseudo-scientific demonstration that such a journey is possible with only the very basics of tools and seamanship. The Oscar-winning documentary may be dated in its tone and Anglo-ethnocentric approach, but it soars with a spirit of adventure besting even the space program that launched a decade later, as men are willing to risk it all to test a theory they think is true. Wonderful. Do yourself a favor and read the book first. It is an amazing page-turner and the perfect setup for the newsreel-style movie.",positive
"I enjoyed it. In general, I'm not a fan of comedies and comedians, but I do like Whoopi. I'm also partial to Sci/Fi Fantasy. And the dinosaur craze. I read for pleasure, but when I'm feeling over-stressed or really mind-dead, I watch TV & movies to escape. Theodore Rex enabled me to do so. That makes it a success in my eyes! I didn't even walk away to do something else while it was running. Whether or not it was rated as ""good"" or not doesn't really matter to me. And no, I'm not a juvenile. Nor am I a moron.",positive
"No,<br /><br />Basically your watching something that doesn't make sense. To not spoil the film for people who actually want to this take a look at the flick I will explain the story.<br /><br />A normal everyday to day women, is walking down a street then find's herself driving by in her own car. She follows her and many events take place during that time that include her and her family.<br /><br />I specifically made an account to comment on this film, of how horribly written this was. The acting was great, the events were great, but the story just brought it nowhere - it could of been added to tremendously and be made into a worldwide epidemic. I'm not sure what the writer was trying to accomplish by making this, usually at the end of films most of your questions get answers but this film has you asking, What just happened and 1 hour 20 minutes just passed for nothing.<br /><br />Spoiler Starts__<br /><br />They had this area between 2 dimensions (ours and behind the glass) that would come into our world and kill us. It was not elaborated on all during the film, and you never know how it was happening or why it was or when it happened. Nothing gets explained during the film. The main character shouldn't of even been the main character. At the end of the film the guy who finally figures it all out and runs away (her sisters boyfriend) should of been the main character but sadly the movie ends 20 seconds after. <br /><br />I bought this movie for $10, threw it out right after.. don't waste your time. I really hope nothing like this is made again.",negative
"This beautifully filmed and scripted episode was let down for two reasons. 1) Perhaps it was the morality of the 1950s talking, but no man left alone on an asteroid for years would react with such hysterical negativity to the gift of a female android. 2) It wasn't an android at all, but a woman, the beautiful Jean Marsh.<br /><br />The popularity of the sex doll industry in the coming decades could have traced its origins back to this episode if they'd done it properly. In fact, the modernization of sex-bots are in the news as I speak.<br /><br />Robots were not new to movies or television when this episode was made, so they could have at least had her act like one. Her fleshiness would then have added a creepy element. Instead, it becomes a nice little love story about two humans on faraway star.<br /><br />The Twilight Zone always stretched the imagination and credulity. Normally no one cared. But this episode seemed hamstrung by a Calvinist morality eschewing what would have amounted to masturbation with a machine, or downright carelessness.",negative
"The over-heated plot of ""Bonjour tristesse"" is taken from a juvenile first novel by Francoise Sagan, which became a best-seller, though God knows why. For teenagers wanting to get rid of a potential step-parent it may have a certain appeal. Don't be taken in by the fact that David Niven plays the playboy father and Deborah Kerr the step-mother-in- prospect. Unfortunately, too much rests on the frail shoulders of Jean Seberg. She's beautiful and easily fulfills the image of a spoiled teenager. The problem is that she can strike poses but she can't act. Anyone who saw her as Joan of Arc in Otto Preminger's St. Joan -- Seberg's first film -- knows she was incapable at 19 of carrying a film. This movie, also by Preminger, fulfills the ""promise"" of the first. It was her second movie; she was now 20. What was Preminger thinking? That Niven and Kerr could compensate for Seberg's lack of acting capacity? Not a chance? Seberg's character is at the center of the story and, pretty though she is, convincing though she may be physically as a 17 year old, she can't meet the emotional demands of the role. I don't know if she ever became a successful actress in her short life because she did not have an impact on my consciousness in her later pictures. But anyone who thinks this film is better than mediocre needs a taste check. In spite of Niven and Kerr, this remains a juvenile story executed in juvenile fashion by a beautiful young girl who badly needed acting lessons.",negative
"One of those el cheapo action adventures of the early 1980s that used to fill video rental stores solely to be taken out by adolescent boys in the hope of a cheap thrill.<br /><br />Woeful down market attempt to cash in on the Death Wish phenomenon by substituting a moderately attractive woman for the visually challenging Bronson. Acting is terrible, sets are cheap, the baddies are, well, bad. Identification with any of the characters is unlikely.<br /><br />Only redeeming feature is modest amount of gratuitous female nudity, a smattering of which is full frontal. Other than that, you can leave it...",negative
